1st Transformer junc, 7.453686500, 8.970067700
2 A close 36 road, 7.404991500, 9.112105700
2 Austin c oguejiofor street, 7.440686500, 9.079531800
2 behind Rosewood Garden Estate, 7.449170600, 9.084627100
2 Edeth Nnachet, 7.455463200, 9.084864800
2 Friday m obuama street, 7.443710600, 9.083339600
2 garba A Idris street kado, 7.433110900, 9.085478400
2 MARK OKOYE_CLOSE S/S, 7.523323300, 9.022771700
2 ODABI CLOSE, 7.458127500, 9.080837800
2 Stephen Aka Ndukwe, 7.445377500, 9.088221000
2 ULARAMU MEDUGU CRESCENT, 7.471550000, 9.095960000
2/1 BY CANAL S/S, 7.350650600, 9.154705800
2/1 GAYYATA, 7.352231000, 9.148985200
2/1 ISLAMIC SCH, 7.350486700, 9.160383300
2/14 area E nyanya, 7.575255300, 9.027946900
2/4 APARTMENT 69 ROAD S/S, 7.379153300, 9.111688300
2_A close 36 road, 7.404991500, 9.112105700
200KVA APPMA CENTRAL, 7.648615500, 9.019323900
21 BROOKSTONE STREET, 7.453478100, 9.091336600
21 CRESCENT S/S, 7.398398400, 9.057787600
21 Ibrahim M. Bukar, 7.473817700, 9.094098900
21 JUSTICE_JAMES_OGBEBE ST S/S, 7.533285000, 9.044433300
21 RD 1105 S/S, 7.419813500, 9.102577700
21 RD A-CLOSE S/S, 7.423344700, 9.108968500
21 RD B-CLOSE S/S, 7.420350900, 9.103882100
21 SAMUEL O. OLADELE, 7.473775300, 9.097996400
21_CRESCENT_S/S5, 7.500385000, 8.993180000
21_CRESCENT_SS4, 7.500321700, 8.995540000
21_CRESCENT_SS5_NEW, 7.500385000, 8.993180000
21_CRESCENT_SUB_11, 7.501320000, 8.997206700
21_RD_A_CLOSE_NEW, 7.417660000, 9.102698300
211 RD S/S, 7.419968300, 9.101321700
212, 7.495268300, 9.031840000
22 RD S/S, 7.422952100, 9.103535200
22 ROAD., 7.414576600, 9.081677100
221CRESCENT_SUBSTATION10, 7.501715500, 8.997151400
23 celina ayom, 7.423932400, 9.088864200
23 CRESENT, 7.395581700, 9.059208300
23 Oliver 1, 7.401857300, 9.063439000
23 Samuel O. Oladele, 7.473843700, 9.097169900
24 CRESCENT  222 RD, 7.425245000, 9.108935000
24 CRESCENT HOPE VILLA S/S, 7.422100000, 9.106035000
24 JIMMY CARTER, 7.511218800, 9.046955300
247 RESTAURANT, 7.473129900, 9.026863600
247 Restaurant DT, 7.502685800, 9.040825900
247 TRANSFORMER ANWAN SARKI OROZO, 7.578610400, 8.897962100
25_ROAD_SS6, 7.503731700, 8.996656700
251_ROAD_S/S7, 7.504423300, 8.996518300
251_ROAD_SS7_NEW, 7.504423300, 8.996518300
25A_SULIEMAN_BARAU_NEW_SS, 7.510468300, 9.057343300
25th residence, 7.430325000, 9.040963300
26 Serah ezekwe ., 7.400589500, 9.063789500
26 UMARU DIKKO STREET JABI, 7.425060200, 9.068936600
27 MAHATMA_GHANDI ST S/S, 7.507228300, 9.049991700
271_CRESCENT_S/S8, 7.504236700, 8.996878300
271_CRESCENT_SS8_NEW, 7.504236700, 8.996878300
274 sanusi gamji street, 7.428090500, 9.092293400
2785_LINDA_CHALKER_SS, 7.527816700, 9.019988300
2907 CHUKWUDI_OWO CRS SS, 7.525366700, 9.017440000
2MC BREAD, 7.408176400, 9.065473400
2ND AVE 1, 7.390118300, 9.043556700
2ND AVE 2, 7.391895000, 9.043935000
2ND AVE 3, 7.394501700, 9.043980000
2ND AVE 4, 7.390883300, 9.047686700
2ND AVENUE MOSQUE S/S-2/3, 7.500816700, 8.993135000
2ND AVENUE S/S-11
(221 CRESCENT), 7.501320000, 8.997206700
2nd corner shop DT, 7.457460000, 8.969050000
2X_MALL_NEW, 7.411020000, 9.094656700
3 Aliyu Tahur cresent., 7.386866900, 9.074124100
3 Anthony Ikem, 7.440187000, 9.083222900
3 Chelsea Chibuzor transformer, 7.471453300, 9.097726700
3 DEES PHARMACY, 7.503928300, 8.971918300
3 domineco Gitto street, 7.439676700, 9.080761700
3 IBRAHIM M. BUKAR DT, 7.473453400, 9.095571600
3 lake view apartment jabi, 7.414501200, 9.073326700
3 ULARAMU MEDUGU (DSS QTRS), 7.472244100, 9.095951100
30 UDI HILL S/S, 7.507076700, 9.079068300
30_NCO_QUATERS_ABACHA_BARRACK_NEW_S/S, 7.535875000, 9.050786700
300KVA BY MOSQUE, G-EMPIRE NO.12 CHRIS OYAKHILOME, 7.455303400, 9.024375500
31 MANDELA STREET ASOKORO FCT, 7.530551700, 9.039888300
31 Rd DT, 7.457250700, 8.968282900
311 Estate   S/S, 7.381997800, 9.078833300
311 S/S, 7.348489500, 9.145840200
312 RESORT S/S_NEW, 7.408148300, 9.089356700
313, 7.353607200, 9.144106900
315 DT, 7.375483300, 9.273001700
32 CRESCENT BY BLOCK INDUSTRY S/S, 7.409240400, 9.102741500
32 CRESCENT BY EVELYN S/S, 7.413479100, 9.097643100
32 CRESCENT BY PRIMARY SCHOOL GATE S/S, 7.407596700, 9.101143300
32 CRESCENT BY PRIMARY SCHOOL INSIDE S/S, 7.406819600, 9.101985000
32 UDI HILL S/S, 7.507043300, 9.079245000
321 CORNER SHOP S/S, 7.409783300, 9.100120000
321 RD BY MASALACHI S/S, 7.410906700, 9.099310000
321 RD HOUSE NO 33 S/S, 7.410965100, 9.098950400
33 Ibrahim M. Bukar, 7.473356500, 9.093904400
33 SUBSTATION, 7.318073100, 9.152893200
34 CRESCENT BY KELINA HOSPITAL S/S, 7.404226400, 9.106978300
34 CRESCENT BY MINISTER HOUSE S/S, 7.408650000, 9.103655000
34 LATEEF JAKANDE, 7.485324908, 8.998139904
34 MIKE AKHIGBE WAY, 7.427366400, 9.071444300
34 MTN MASK S/S, 7.412300000, 9.116308300
341 RD A-CLOSE S/S, 7.406135200, 9.102659300
34A cadastral zone B09, 7.431999500, 9.081606800
35 RD S/S, 7.402828100, 9.109880100
35 ROAD HOUSE 28 S/S, 7.399584500, 9.111152800
351 CHIBUZOR_CHINYERE S/S, 7.510696700, 9.014605000
352 RD S/S, 7.402536300, 9.111682400
35A cadastral zone B kado district, 7.432595000, 9.081377900
36 LATEEF JAKANDE, 7.486252584, 8.998510062
36 ROAD A CLOSE S/S, 7.407263300, 9.111145000
36 T O S BENSON CRESCENT, 7.451949900, 9.072519200
371 RD S/S, 7.400637200, 9.113043100
37A NOUAKCHOTT STREET, 7.462673300, 9.051396100
37B NOUAKCHOTT STREET, 7.462326300, 9.051571300
38_LATEEF_JAKANDE_CRESCENT SS, 7.485948300, 8.998201700
39 Osun crescent S/S, 7.493095700, 9.100709100
39 RD S/S, 7.396885000, 9.111136700
3DEES Pharmacy and supermarket DT, 7.503883300, 8.971870000
3RD AVE. S/S 2, 7.399821100, 9.060976300
3RD AVE. S/S 3, 7.398336300, 9.061979800
3RD AVE. S/S 4, 7.395575500, 9.061712700
3rd Avenue, 7.451749500, 8.964378000
3RD AVENUE JUNCTION S/S, 7.416122500, 9.095257000
3rd avenue s/s1, efab, 7.402025000, 9.057825000
3RD_AVENUE-BY-MOSQUE_NEW, 7.408843300, 9.099116700
4 ADEMOLA A ADEDAPO STREET, 7.415560000, 9.106655000
4 Agatu DT, 7.505022800, 9.037709700
4 Anthony Ikem, 7.439912200, 9.083396200
4 chukwuemeka m obi junction, 7.441648500, 9.082342900
4 Edith Nnachet, 7.455811500, 9.084795600
4 Eket Close DT, 7.487018900, 9.033375300
4 kashim Abdul Ali street, 7.427827300, 9.094848600
4 MACMILLAN I. ANYANWU DS, 7.454965000, 9.091696700
4 PC, 7.355538200, 8.989796500
4 PS, 7.355344000, 8.991322400
4 SIR_STEVE_NWADIUKO S/S, 7.506225000, 9.015621700
4 Stephen Aka Ndukwe, 7.446609800, 9.090372700
4, Ibrahim M Bukar DT, 7.473550500, 9.095178800
4, KEZ UDEZUE DS, 7.456284200, 9.090359400
41 CRESCENT S/S A, 7.414805000, 9.116318300
41 CRESCENT S/S B, 7.416383300, 9.114033300
42 JIMMY_CARTER_ST SS, 7.513531400, 9.048259800
42 lome cresent zone 7.., 7.455795400, 9.050031600
42 SULEIMAN_BARAU CRES. S/S, 7.512623300, 9.056158300
43 CRESCENT S/S, 7.412696400, 9.117459800
44, 7.426136600, 9.052514100
44 1, 7.260041700, 9.125865000
44 2, 7.260601700, 9.127413300
44 3, 7.262460000, 9.129698300
44 4, 7.262251700, 9.131780000
44 CRESCENT_CITEC VILLA COMPACT, 7.399947900, 9.116833200
44_1_S/S, 7.260041700, 9.125865000
44_S/S_4, 7.262251700, 9.131780000
443 CRESCENT BY CHOSEN CHURCH S/S, 7.395576700, 9.116190000
45 NELSON MANDALA, 7.529650000, 9.038350000
48 Apartments by Modernatta, 7.427196700, 9.041691700
49 A House, 7.433108300, 9.084216400
4Adegvoyega, 7.447336000, 9.085393800
4B CHELSEA CHIBIZOR DT, 7.472042500, 9.097914400
4B HOSPITAL., 7.385143200, 9.080440100
4F GYM, 7.586272400, 9.015316900
4U SUPER MARKET S/S, 7.404330800, 9.106593300
4U SUPERMARKET, 7.484145000, 9.071715000
5 ALIYUTI TAHR CHRS., 7.386976600, 9.073870800
5 BROOKSTONE DT, 7.453523000, 9.091267100
5 Edith nnacheta street, 7.455843500, 9.084056200
5 GODWIN H OGBADU STREET, 7.472231200, 9.099850100
5 JEAN_EDWARD_NNADI CRES S/S, 7.514101700, 9.020490000
5 Norbert offor, 7.433410800, 9.090529300
5 ULARAMU MEDUGU DT, 7.472251900, 9.095658300
5 Yamoye Close DT, 7.508066800, 9.041590100
505 MIKE AKGHIBE, 7.427292600, 9.071688600
51 CRESCENT A-CLOSE S/S, 7.409886200, 9.104688800
51 CRESCENT S/S, 7.404808300, 9.108931700
510 mabushi district Abuja, 7.446903500, 9.083978800
51A Usuma st, 7.498353300, 9.073996700
51B Usuma street ss, 7.498198300, 9.073945000
52 LOBITO CRESCENT  WUSE 2, 7.491620000, 9.073195000
52 RD JUNCTION OFF 5TH AVENUE S/S, 7.409385800, 9.110942100
52_Rd_off_5th_Avenue_New, 7.412861000, 9.103913000
53 ALEX EKWUEME WAY JABI, 7.416119000, 9.076043600
54 ALIYUTI TAHR CHRS, 7.387918300, 9.074120000
54 RD OFF 5TH AVENUE S/S, 7.408326200, 9.110131400
56 ALLWELL  ONYESOH., 7.385651600, 9.081645300
57 ALLWELL ONYESOH STREET, 7.385634500, 9.081725700
57 ROAD S/S, 7.408850000, 9.108226700
5TH AVENUE JUNCNTION OFF 1TH AVENUE, 7.417145000, 9.103715000
6 BROOKSTONE DT, 7.453523000, 9.091267100
6 DURBAN STREET PRIVATE DT (WHITE HOUSE), 7.487513300, 9.069525000
6 IBRAHIM M BUKAR DT, 7.473956800, 9.095403500
6 KEZ UDEZUE DS, 7.456524600, 9.090545500
6 SOLOMON A. EWUGA ST SS, 7.525525000, 9.022370000
6 Stephen aka ndukwe street, 7.446690300, 9.090635700
6, ZAKARI KYARI STR, 7.458708800, 9.088889700
62 apartment, 7.410891100, 9.117730200
62 Road House 81 S/S, 7.376248300, 9.121508300
622 ROAD S/S, 7.377443300, 9.118345000
63 ALIYU_MODIBBO ST. S/S, 7.516987200, 9.019772000
64 CRESCENT RELIEF S/S, 7.377071700, 9.111765000
66 ALI AKILU, 7.518002700, 9.054368400
692 ROAD HOUSE 12 S/S, 7.380268300, 9.118105000
692 ROAD HOUSE 8 S/S, 7.380586700, 9.118080000
692 ROAD PLOT 116 B CLOSE S/S, 7.380374400, 9.116849300
692 ROAD PLOT 13 B CLOSE S/S, 7.380415000, 9.116678300
692 ROAD PLOT 390 A CLOSE S/S, 7.378571400, 9.118014600
6921 A ROAD HOUSE 3 S/S, 7.381326700, 9.118623300
6921_KPOKPOLA_S/S, 7.379730000, 9.119758300
695 ROAD OF 69 ROAD S/S, 7.385331700, 9.115245000
695 ROAD S/S, 7.385331700, 9.115245000
69B ROAD AFTER HOUSE 33 NEW EXTENSION, 7.378748300, 9.112943300
69B ROAD HOUSE 21, 7.378993300, 9.114826700
69B ROAD HOUSE 27, 7.379256700, 9.114441700
69B ROAD HOUSE 31, 7.379186700, 9.114003300
69B ROAD LEEDS APARTMENT S/S, 7.377578300, 9.113528300
6th and 9th avenue, 7.442875700, 9.078777100
7 BELLO M YUSUF  STREET, 7.431207800, 9.074187200
7 Domenico Gitto, 7.438912300, 9.080254900
7 FIFTEEN  S/S, 7.422307600, 9.069886500
7 fifteen jabi, 7.425969100, 9.075213500
7 FIFTEEN LAKESIDE, 7.425969100, 9.075213500
7 FIFTEEN PHASE 3, 7.423586700, 9.068384500
7 IBRAHIM M BUKAR DT, 7.473874800, 9.095312600
7 Norbert Offor St Dt, 7.433358300, 9.090680000
7 OPTION, 7.490127300, 9.021797000
7, ULARAMU MEDUGU, 7.472140200, 9.095697700
700 Claret Int School, 7.437952500, 9.080001200
708 EDWIN_CLARK CRES SS, 7.508963300, 9.001393300
72 Victor vike street, 7.434153300, 9.083960000
731 Friday Oduma, 7.439384900, 9.078220000
74_ALI_AKILU_STREET_NEW_SS, 7.518110000, 9.055600000
76 ALI AKILU, 7.518065000, 9.055760000
76 ALI AKILU_CRESCENT_S/S, 7.518065000, 9.055760000
8 CHELSEA CHIBIZOR DT, 7.472502200, 9.097902800
8 Chelsea Chibuzor, 7.472575200, 9.098004500
8 Garba A. Idris, 7.433988700, 9.085442300
8 Gbajabiamila Crescent DT, 7.425196400, 9.094994500
8 IBRAHIM M BUKAR DT, 7.473851400, 9.094576600
8 Stephen aka ndukwe street, 7.446769500, 9.090797600
9 Abeokuta Street DT, 7.487473300, 9.033355000
9 ELFRIDA JONATHAN DT, 7.459361700, 9.094965000
9 Magarza Close, 7.447112100, 9.082150600
9 mobile company, 7.440363600, 9.088584900
9, Ibrahim M Bukar DT, 7.474173300, 9.095824800
911 SS, 7.497822700, 9.077816400
914 Mabushi Abuja, 7.457024500, 9.081367900
916 Zhahir Hospital, 7.456601700, 9.080871700
958 IBANI SUITE, 7.447078500, 9.082170200
978 Godwin Ogbadu, 7.471895300, 9.099388300
989 apartment House 3 ofolabi oladapo street, 7.421572200, 9.097606600
997 Gesse Str, 7.449453700, 9.081927700
9MOBILE HOUSE (8 AMINU KANO CRESCENT), 7.463330000, 9.076461700
A - WING  A2 CBN QTRS KARU, 7.566634400, 8.998133900
A & J DELCON APARTHMENT, 7.388480000, 9.085946700
A & SHINE, 7.227777500, 8.889516100
A A Rano by jahi junction transformer, 7.441846600, 9.086015400
A A RANO GUEST HOUSE, 7.408874200, 9.059986900
A A RANO S/S, 7.524816400, 9.055186100
A A ZAURA PLAZA, 7.422635000, 9.088515000
A AVENUE, 7.405138300, 9.043286700
A CLASS PARK AND EVENT DT, 7.473862900, 9.084655200
a karu court 2 substation, 7.571251678, 9.027027027
A SO TRANSFORMER, 7.589875222, 9.045045045
A SURAJO MUHAMMADU, 7.381883800, 9.077448000
A&B ESTATE, 7.365945000, 9.141813400
A&K CONSTRUCTION LMT DT, 7.432729400, 9.079738200
A. A RANO OIL, 7.226065827, 9.099099099
A.A Plaza Mararaba Opposite Tiper Garage Mararaba, 7.607568300, 9.023080000
A.A Rani opposite Juda oil, 7.430862000, 9.089737000
A.A RANO OIL LTD, 7.458255000, 9.010176700
A.A. GROUP SUBSTATION 1 MAITAMA, 7.484645300, 9.100347700
A.A. GROUP SUBSTATION 2 MAITAMA, 7.484643600, 9.100349300
A.A. GROUP SUBSTATION 3, 7.484938300, 9.101100000
A.A. RANO OIL S/S, 7.388261700, 9.067495000
A.A. RANO., 7.499730800, 9.103520600
A.B.A_PLAZA  S/S, 7.532513300, 9.020521700
A.D.B.N_S/S, 7.515356000, 9.020967400
A.I. BELLO, 7.398527800, 9.126430400
A.I.T Independent Television African, 7.000000000, 9.000000000
A.L.D HOUSING ESTATE S/S 2, 7.378703300, 9.107250000
A.L.D. HOUSING ESTATE S/S 1, 7.376442200, 9.108057200
A_CLASS EVENT CENTER DT, 7.473548400, 9.084666500
A1, 7.434662000, 9.125246400
A1 CBN QTRS KARU, 7.568028000, 8.997790700
A1., 7.418605500, 9.089081600
A2, 7.436628200, 9.124179900
A2 base event centre, 7.345583000, 9.003003400
A2 s/s, 7.420641600, 9.088794700
A2!k2, 7.436628200, 9.124179900
A20, 7.395755200, 9.069857100
A22, 7.581957100, 9.025161500
A23, 7.578607300, 9.046612300
A28, 7.000000000, 9.000000000
A4, 7.435529900, 9.125370500
A4!k4, 7.435529900, 9.125370500
A5, 7.442116700, 9.127176700
A5!k5, 7.442116700, 9.127176700
A6, 7.404928300, 9.042026700
A6 BOLAJI AKINYEMI CRESCENT, 7.442448000, 9.127280700
A6!k6, 7.442448000, 9.127280700
A7, 7.439744200, 9.125578500
A7!c7, 7.439744200, 9.125578500
A8, 7.404656700, 9.040710000
A8!c8, 7.439316100, 9.127129200
A8_KATAMPE, 7.439316100, 9.127129200
A9 STREET SUBSTATION CITEC 1, 7.404491700, 9.040281700
AA JEKENN STREET, 7.550195400, 9.047363600
AA Oil Substation 2, 7.496187000, 9.100842200
AA Oil substation 3, 7.496620000, 9.084170000
AA RANO, 7.491806700, 8.995193300
AA RANO DAPE, 7.388213300, 9.067378300
AA Rano filling Station, 7.615433000, 9.017604000
AA RANO S/S_NEW, 7.457340000, 9.118126700
AA Rano substation, 7.434060400, 9.066511700
AA soil substation 1, 7.495212000, 9.085354400
AA SULE, 7.651328300, 9.026816700
AA.BARDE STREET DT, 7.477977900, 9.009807800
AA_oil, 7.495710400, 9.084744100
AA1 EXTENSION, 7.225343200, 8.895372200
AA2 along GGSSS, 7.244216100, 8.887471300
AA2 HAJIYA JUMAI, 7.220876700, 8.884923300
AALIYAH_ROYALE_HOTEL, 7.381735000, 9.127480000
aangan tv old s/s, 7.413586700, 9.211088300
AB 0931 MTN MASK KPEYEGY, 7.552600000, 8.961175000
AB BAGARE STREET 1, 7.548941700, 9.040958300
AB BAGARE STREET 2, 7.545781900, 9.043188800
AB BAGARE STREET 3, 7.545711700, 9.040591700
ABA KYARI SS, 7.483508100, 9.006112000
ABACHA, 7.221291700, 9.094780000
ABACHA BARKS OPP DIKE PARK 1, 7.542565000, 9.048226700
ABACHA BARKS OPP DIKE PARK 2, 7.544660000, 9.050925000
ABACHA BARKS OPP DIKE PARK 3, 7.544860000, 9.051421700
ABACHA BARRACKS DEFENCE GARRISON, 7.538969700, 9.050830600
ABACHA BARRACKS DEFENCE IDENTIFICATION CENTRE, 7.542938100, 9.046013900
ABACHA BARRACKS MAMI COLD ROOM, 7.534599400, 9.051376200
ABACHA BARRACKS OLA SAHAD MOSQUE, 7.544332700, 9.048435400
ABACHA BARRACKS OLS SAHAD 4, 7.546020200, 9.048370500
ABACHA BARRACKS WARE HOUSE, 7.542508500, 9.045976800
ABACHA BARRK BUHARI QTRS 1, 7.541516700, 9.051001700
ABACHA BARRK BUHARI QTRS 2, 7.541355000, 9.050453300
ABACHA BARRK DIKE PARK 1, 7.544595000, 9.050741700
ABACHA BARRK DIKE PARK 2, 7.542591700, 9.048218300
ABACHA COMMAND 1, 7.536658300, 9.049251700
ABACHA COMMAND 2, 7.536576700, 9.049280000
ABACHA ESTATE RELIEF, 7.481228300, 9.060997600
ABACHA S/S, 7.512540000, 9.080898300
ABADAT MOTORS, 7.472738300, 9.038313300
Abalaka, 7.089428600, 8.942606800
ABANURAT_NIG_LTD, 7.355248300, 9.163891700
ABARA, 7.588775200, 9.025283700
ABATTOIR, 7.225553200, 8.874447600
Abattoir substation, 6.952619100, 8.472666900
Abatuwa Lugbe market, 7.358881500, 8.971813300
Abayaro substation, 6.942426200, 8.475445600
ABAYOMI 1, 7.366983300, 9.151551700
ABAYOMI 2, 7.366493300, 9.151818300
ABAYOMI_TOGUN_3, 7.364956700, 9.152845000
ABB, 7.388836300, 9.132462500
ABBA KIARE, 7.353337400, 8.962552300
ABBYS_BAKERY_BREAD_NEW SS, 7.503736700, 8.977881700
ABC CARGO DT, 7.447872200, 9.102144000
ABC TRANSPORT, 7.447834000, 9.102083800
Abdu Maja, 7.105153200, 8.950118100
ABDUL, 7.596435100, 8.998053500
ABDUL ONE MUHAMMED DT, 7.473870000, 9.005530000
ABDUL RAMAN, 7.226430147, 9.117117117
ABDUL S/S 1, 7.594724500, 8.992205700
Abdulahi Muhammad elephant, 7.403866700, 9.105100000
Abdulahi Substation, 7.623081700, 9.010818300
Abduljelil Olatinwo Toyin S/S, 7.363826900, 9.061367600
ABDULKAREEM_ADISA CLOSE SS, 7.510735000, 8.996783300
ABDULLAHI, 7.606837900, 9.013906700
Abdullahi Attach We Estate, 7.458799700, 8.960888300
Abdullahi Attah Plaza DT, 7.460309500, 8.959960800
ABDULLAHI BEHIND RAINOIL S/S, 7.370926800, 9.066766900
ABDULLAHI MOHAMMED MAIKUDI, 7.383713900, 9.081406700
Abdulmalik, 7.496521700, 9.123831700
ABDULRAHAMAN_OKENE_STRT_SS, 7.507601700, 9.008205000
ABDULRAHAMAN_OKENE_STRT_SS2, 7.509303300, 9.007975000
ABDULRAMAN A BELLO, 7.378996700, 9.081173300
ABDULRAZAK ADIO
NO 5 ALI RABIU STREET JAHI, 7.434106200, 9.110134200
Abdulrazak Lawal, 7.214561100, 9.214098900
ABDULWAHAB, 7.582054100, 9.011033000
ABDULWAHAB  MEMORIAL
CUSTOM QTRS (AMCQ)  TRF 10, 7.269480900, 8.963624000
ABDULWAHAB  MEMORIAL
CUSTOM QTRS (AMCQ)  TRF 4, 7.270346800, 8.965316600
ABDULWAHAB  MEMORIAL
CUSTOM QTRS (AMCQ)  TRF 5, 7.269781300, 8.965915100
ABDULWAHAB  MEMORIAL
CUSTOM QTRS (AMCQ)  TRF 6/7, 7.268550400, 8.965751200
ABDULWAHAB  MEMORIAL
CUSTOM QTRS (AMCQ)  TRF 8, 7.268687500, 8.964347100
ABDULWAHAB  MEMORIAL
CUSTOM QTRS (AMCQ)  TRF 9, 7.268956400, 8.963878400
ABDULWAHAB  MEMORIAL
CUSTOM QTRS (AMCQ) CT, 7.270111300, 8.963097100
ABDULWAHAB  MEMORIAL
CUSTOM QTRS (AMCQ) Main, 7.270165000, 8.963156700
ABDULWAHAB  MEMORIAL
CUSTOM QTRS (AMCQ) TRF 1, 7.270671800, 8.963932500
