Bus_TS_OKENE, 7.0000000, 9.0000000
Bus_TS_LOKOJA, 7.0002729, 9.0013490
Bus_TS_AJAOKUTA, 7.0000000, 9.0000000
Bus_TS_BIDA, 7.0000000, 9.0000000
Bus_TS_KONTAGORA, 7.3963465, 9.0715227
Bus_TS_MINNA, 6.9895205, 8.9980818
Bus_TS_TEGINA, 7.0000000, 9.0000000
Bus_TS_LAFIA, 7.0000000, 9.0000000
Bus_TS_AT4, 7.3533247, 9.1346416
Bus_TS_AT6, 7.4068869, 9.0711762
Bus_TS_AT7, 7.3957552, 9.0712061
Bus_TS_AT8, 7.0000000, 9.0000000
Bus_TS_AT9, 7.5781472, 9.0213176
Bus_TS_GW, 7.0635096, 8.8541981
Bus_TS_KUKWABA, 7.4519756, 9.0535448
Bus_TS_SHIRORO, 7.0000000, 9.0000000
Bus_TS_KATAMPE_2, 7.4934132, 9.1305780
Bus_TS_AT3, 7.5087534, 9.0390718
Bus_TS_AT5, 7.4923086, 9.0770814
Bus_TS_GIS_DAWAKI, 7.4267066, 9.1116860
Bus_TS_KATAMPE_1, 7.4803927, 9.0740276
Bus_SS_B5_LV, 7.4920255, 9.0727956
Bus_SS_B52_LV, 7.4692725, 9.0709806
Bus_SS_G2_LV, 7.5191133, 9.0850335
Bus_SS_G42_LV, 7.4938860, 9.0556736
Bus_SS_G22_LV, 7.4912640, 9.0226220
Bus_SS_G4_LV, 7.4965535, 9.0304201
Bus_SS_L15_LV, 7.0000000, 9.0000000
Bus_SS_M42_LV, 7.4257625, 9.1029409
Bus_SS_M43_LV, 7.4227833, 9.1142426
Bus_SS_T1_LV, 7.4454277, 9.1251575
Bus_SS_C3_LV, 7.4876221, 9.1407587
Bus_SS_G24_LV, 7.4763291, 9.0483652
Bus_SS_G32_LV, 7.4871623, 9.0171524
Bus_SS_E2_LV, 7.3741043, 8.9884961
Bus_SS_R4_LV, 7.5087157, 9.0587710
Bus_SS_R5_LV, 7.5186413, 9.0997920
Bus_SS_S22_LV, 7.4948839, 9.0048040
Bus_SS_S23_LV, 7.4356518, 9.0096048
Bus_SS_S24_LV, 7.4731944, 8.9920722
Bus_SS_S26_LV, 7.5059808, 9.0011468
Bus_SS_R2_LV, 7.5198985, 9.0374340
Bus_SS_R3_LV, 7.5128406, 9.0165576
Bus_SS_R6_LV, 7.4982021, 9.0535782
Bus_SS_R7_LV, 7.5025798, 9.0046087
Bus_SS_K3_LV, 7.3363444, 9.3241375
Bus_SS_K32_LV, 7.4033066, 9.2085795
Bus_SS_M44_LV, 7.3937615, 9.1181092
Bus_SS_T2_LV, 7.3705444, 9.1424994
Bus_SS_MOPOL_LV, 7.2854625, 9.1394143
Bus_SS_K2_LV, 7.4042415, 9.0590057
Bus_SS_NIPP_LV, 7.3114265, 9.1342793
Bus_SS_B32_LV, 7.4772950, 9.0701857
Bus_SS_C2_LV, 7.4856695, 9.0889235
Bus_SS_M2_LV, 7.3770669, 9.0745458
Bus_SS_FIELDBASE_LV, 7.3963465, 9.0701737
Bus_SS_F2_LV, 7.4048964, 9.0586845
Bus_SS_S3_KANTOMA_LV, 7.4277595, 9.0757876
Bus_SS_A22_LV, 7.5819571, 9.0251615
Bus_SS_A23_LV, 7.5786073, 9.0466123
Bus_SS_J22_LV, 7.5868278, 9.0143230
Bus_SS_J32_LV, 7.6677421, 9.0086501
Bus_SS_L3_LV, 6.9581344, 8.4661426
Bus_SS_L4_LV, 7.0425926, 8.8241676
Bus_SS_L2_LV, 7.0507640, 8.9383723
Bus_SS_L5_LV, 7.2062216, 8.8767473
Bus_SS_B6_LV, 7.4512125, 9.0661170
Bus_SS_WUYE1_LV, 7.4265601, 9.0410316
Bus_SS_WUYE2_LV, 7.4539539, 9.0578387
Bus_SS_POWERHOUSE_LV, 7.3957552, 9.0698571
Bus_SS_LIFE_CAMP_ESTATE_LV, 7.3947812, 9.0655329
Bus_SS_L14_LV, 7.0000000, 9.0000000
Bus_SS_L16_LV, 7.0000000, 9.0000000
Bus_SS_G25_LV, 7.4852562, 9.0485741
Bus_SS_K33_LV, 7.0000000, 9.0000000
Bus_SS_ICCG23_LV, 7.0000000, 9.0000000
Bus_SS_A20_LV, 7.3957552, 9.0698571
Bus_SS_A28_LV, 7.0000000, 9.0000000
Bus_SS_K34_LV, 7.0000000, 9.0000000
Bus_SS_K35_LV, 7.0000000, 9.0000000
Bus_SS_WUSHISHI_LV, 7.0000000, 9.0000000
Bus_SS_KONTAGORA_LV, 7.3963465, 9.0701737
Bus_SS_S25_LV, 7.4494748, 9.0331684
Bus_SS_LOKOGOMA_LV, 7.0002729, 9.0000000
Bus_SS_LOKOJA_MAIN_LV, 7.0000000, 9.0000000
Bus_SS_PAIKO_LV, 7.0000000, 9.0000000
Bus_SS_MAIKUNKELE_LV, 7.0002729, 9.0000000
Bus_SS_ZARUMAI_LV, 6.9996817, 8.9996834
Bus_SS_OSUWAYA_LV, 7.0000000, 9.0000000
Bus_SS_C4_LV, 7.4790988, 9.0854324
Bus_SS_NAF_VALLEY_LV, 7.5444391, 9.0377983
Bus_SS_MAIN_J_LV, 6.0000000, 6.0000000
Bus_SS_AP_POLY_LV, 7.0000000, 9.0000000
Bus_SS_AGAIE_LV, 7.0000000, 9.0000000
Bus_SS_BANK_FDR_LV, 7.0000000, 9.0000000
Bus_SS_FHA_ZUBA_LV, 7.0000000, 9.0000000
Bus_SS_B33TR1_LV, 7.5050340, 9.0649420
Bus_SS_DOMA_LV, 7.0000000, 9.0000000
Bus_SS_APO_RESETTLEMENT_LV, 7.5041075, 8.9639482
Bus_SS_J33_LV, 7.6401824, 9.0098901
Bus_SS_SABON_WUSE_LV, 7.3957552, 9.0698571
Bus_SS_TRADEMOREUNMANNED_LV, 7.3716765, 8.9601091
Bus_SS_S8_MADALLA_LV, 7.2569852, 9.1227583
Bus_SS_BAT_LV, 7.5518694, 9.0513624
Bus_SS_UNI_ABUJA_LV, 7.0000000, 9.0000000
Bus_SS_B33TR2_LV, 7.3854302, 9.0746719
Bus_SS_MPAPE_5MVA_LV, 7.4974376, 9.1235033
Bus_SS_DEIDEI_2_5MVA_MARKET_LV, 7.2777025, 9.1005217
Bus_DS_CHECK_INN_SIGNATURE_HOTEL_Consumer, 7.4743394, 9.0804282
Bus_DS_URBAN_SHELTER_CLAUSTER_1_Consumer, 7.4569099, 8.9653368
Bus_DS_Lingo_Estate_Saraha_4_DT_1_Consumer, 7.4516210, 8.9624340
Bus_DS_Pengansan_Estate_DT_2_Consumer, 7.4685678, 8.9633093
Bus_DS_Buchanan_3_DT_Consumer, 7.4714767, 9.0852233
Bus_DS_BRIA_STREET_Consumer, 7.4811100, 9.0708250
Bus_DS_LIBREVILLE_DT_2_34_LIBREVILLE_STREET_Consumer, 7.4623767, 9.0745133
Bus_DS_FANDRIANA_2_DT_Consumer, 7.4702924, 9.0771473
Bus_DS_FCDA_QUARTERS_DT_2_KASHIM_IBRAHIM_WAY_Consumer, 7.4640525, 9.0726748
Bus_DS_Damangasa3_Consumer, 7.4708367, 8.9816750
Bus_DS_COMPACT_S_S_BY_NO_9_KAMPALA_STREET_WUSE_2_Consumer, 7.4808361, 9.0777911
Bus_DS_PITTERS_BURG_DT_Consumer, 7.4642517, 9.0775583
Bus_DS_Ecobank_Cadastral_Branch_Public_DT_Consumer, 7.4787033, 9.0779300
Bus_DS_SANTANA_COMPACT_DT_Consumer, 7.4711717, 9.0770867
Bus_DS_Birao_1_Consumer, 7.4778333, 9.0740083
Bus_DS_Kumasi_4_DT_Consumer, 7.4791250, 9.0812133
Bus_DS_Monrovia_transformer_4_Consumer, 7.4722521, 9.0816460
Bus_DS_Tapeta_1_20_Tapeta_Street_Consumer, 7.4838833, 9.0772133
Bus_DS_Lingu_2_compact_DT_Consumer, 7.4669753, 9.0728710
Bus_DS_AGADES_1_50_AGADES_STREET_BY_KFC_Consumer, 7.4709017, 9.0732533
Bus_DS_LIBREVILLE_DT_1_NO_52_LIBREVILLE_STREET_Consumer, 7.4639713, 9.0754150
Bus_DS_Blantyre_DT_Consumer, 7.4828517, 9.0728733
Bus_DS_LUNGI_2_DT_Consumer, 7.4677801, 9.0712679
Bus_DS_Dakala_DT_Consumer, 7.4681823, 9.0776750
Bus_DS_MISRATAH_2_DT_Consumer, 7.4660162, 9.0783268
Bus_DS_Old_Sterling_Bank_Compact_DT_Wuse_Market_Consumer, 7.4654402, 9.0719835
Bus_DS_PREMIER_SCHOOL_NDJAMENA_CRESCENT_Consumer, 7.4614239, 9.0802913
Bus_DS_BUJUMBURA_DT_10_BUJUMBURA_STREET_Consumer, 7.4616827, 9.0762214
Bus_DS_Monrovia_DT_2_Consumer, 7.4734550, 9.0828217
Bus_DS_Yalinga_DT1_Consumer, 7.4772183, 9.0736033
Bus_DS_DAMAGAZA_DT_2_Consumer, 7.4708402, 8.9816880
Bus_DS_AMAL_COURT_DT_Consumer, 7.4635843, 9.0780820
Bus_DS_Kandi_close_DT_Consumer, 7.4726300, 9.0843633
Bus_DS_Kumasi_DT_2_Consumer, 7.4790193, 9.0834678
Bus_DS_NO_12_PARAKOU_STREET_DT_Consumer, 7.4683701, 9.0792199
Bus_DS_Lobito_2_Consumer, 7.4917078, 9.0703158
Bus_DS_CASABLANCA_DT_Consumer, 7.4651167, 9.0769567
Bus_DS_FCDA_QUARTERS_46_Aminu_Kano_Crescent_Consumer, 7.4638965, 9.0802505
Bus_DS_INEC_DT_Consumer, 7.4869445, 9.0724779
